frame,timestamp,aspect_ratio_top_lip_heigh_to_mouth_width,thresh_1,thresh_2,thresh_3,thresh_4,thresh_5
1506,50.20327249022164,0.1216312258266822,Open,Open,Open,Closed,Closed
1507,50.23660799652325,0.1223567002896851,Open,Open,Open,Closed,Closed
1508,50.26994350282486,0.1293017635134138,Open,Open,Open,Closed,Closed
1509,50.30327900912646,0.1275513412222673,Open,Open,Open,Closed,Closed
1510,50.336614515428074,0.0958447019743487,Open,Open,Closed,Closed,Closed
1511,50.36995002172968,0.1023709639763425,Open,Open,Closed,Closed,Closed
1512,50.40328552803129,0.134612294693053,Open,Open,Open,Closed,Closed
1513,50.436621034332894,0.0969056482857146,Open,Open,Closed,Closed,Closed
1514,50.469956540634506,0.1410102467738088,Open,Open,Open,Open,Closed
1515,50.50329204693611,0.1236658400134308,Open,Open,Open,Closed,Closed
1516,50.53662755323772,0.1003793099066342,Open,Open,Closed,Closed,Closed
1517,50.569963059539326,0.134819023223122,Open,Open,Open,Closed,Closed
1518,50.60329856584094,0.1138928642365299,Open,Open,Open,Closed,Closed
1519,50.63663407214254,0.1065735236001169,Open,Open,Closed,Closed,Closed
1520,50.66996957844415,0.1156257246089896,Open,Open,Open,Closed,Closed
1521,50.70330508474576,0.1112482276655644,Open,Open,Closed,Closed,Closed
1522,50.73664059104737,0.1240433895843058,Open,Open,Open,Closed,Closed
1523,50.76997609734898,0.1114816117537085,Open,Open,Closed,Closed,Closed
1524,50.803311603650585,0.1203108429782062,Open,Open,Open,Closed,Closed
1525,50.83664710995219,0.1047056137526402,Open,Open,Closed,Closed,Closed
1526,50.8699826162538,0.1210200741337458,Open,Open,Open,Closed,Closed
1527,50.90331812255541,0.1278737642952702,Open,Open,Open,Closed,Closed
1528,50.936653628857016,0.0904276573871556,Open,Open,Closed,Closed,Closed
1529,50.96998913515863,0.1126689864964388,Open,Open,Closed,Closed,Closed
1530,51.00332464146023,0.1090155145250599,Open,Open,Closed,Closed,Closed
1531,51.03666014776184,0.096984643915472,Open,Open,Closed,Closed,Closed
1532,51.06999565406345,0.114242116524326,Open,Open,Open,Closed,Closed
1533,51.10333116036506,0.0968257656175462,Open,Open,Closed,Closed,Closed
